Product URL,Product Title,Product Price,MRP Price,Discount Percentage,Best Sellers Rank,Date First Available,Packer,Importer,ASIN,Customer Reviews,Number of Rating,Item Weight,Item Dimensions,Net Quantity,Generic Name,Brand,Model,Capacity,Installation Type,Special Features,Oven Cooking Mode,Burner Type,Colour,Voltage,Wattage,Fuel Type,Door Orientation,Material,Included Components,Batteries Included,Batteries Required,Country of Origin
https://www.amazon.in/LG-Convection-Microwave-MC2846BV-Black/dp/B06XKC8S71/ref=sr_1_11?qid=1686497015&s=kitchen&sr=1-11,"LG 28 L Convection Microwave Oven (MC2846BV, Black)","11,990.00","16,999",-29,"#4,823 in Home & Kitchen (See Top 100 in Home & Kitchen)  #8 in Microwave Ovens",14-Mar-17,null,null,B06XKC8S71,4.4,"2,574",20 kg 600 g,42.5 x 23.5 x 41 Centimeters,null,Microwave Oven,LG,MC2846BV,28 litres,Countertop,Touch Panel,Convection,null,Black,null,null,Electric,Left,null,null,No,No,India
https://www.amazon.in/Bajaj-Microwave-1701-MT-White/dp/B00F15AFPY/ref=sr_1_12?qid=1686497015&s=kitchen&sr=1-12,"Bajaj 1701 MT 17L Solo Microwave Oven, White","4,899.00","6,299",-22,"#2,741 in Home & Kitchen (See Top 100 in Home & Kitchen)  #5 in Microwave Ovens",07-Sep-13,Bajaj,Bajaj,B00F15AFPY,4.3,"5,275",2 kg 490 g,110.2 x 158.3 x 83.5 Centimeters,1 set,Solo Microwave,Bajaj,1701 MT,17 litres,Countertop,Autocook,Solo,null,White,null,800 Watts,Electric,Left,null,1,No,No,China
https://www.amazon.in/IFB-Convection-Microwave-30BC5-IFBJ0/dp/B08NQJVWGQ/ref=sr_1_13?qid=1686497015&s=kitchen&sr=1-13,"IFB 30 L Convection Microwave Oven (30BC5, Black, With Starter Kit)","16,800.00","18,190",-8,"#8,502 in Home & Kitchen (See Top 100 in Home & Kitchen)  #13 in Microwave Ovens",17-Nov-20,"IFB Industries, Verna Industrial Estate, Goa - 403722","IFB Industries, Verna Industrial Estate, Goa - 403722",B08NQJVWGQ,4.3,202,12 kg,44 x 60 x 30 Centimeters,1 Count,Microwave Ovens,IFB,30BC5,30 litres,Countertop,"101 Auto Cook Menus, Steam Clean, Disinfect, Deodorize, Timer option, Digital Clock, Power Save, Overheating Protection, Sensor Malfunction Protection",Convection,Megatron,Black,230 Volts,800 Watts,Electric,Left,"Stainless Steel, Glass","1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,No,India
https://www.amazon.in/IFB-Convection-Microwave-20SC2-Metallic/dp/B00A7PGI18/ref=sr_1_14?qid=1686497015&s=kitchen&sr=1-14,"IFB 20 L Convection Microwave Oven (20SC2, Metallic Silver, With Starter Kit)",10690,11490,-26,"#8,980 in Home & Kitchen (See Top 100 in Home & Kitchen)  #15 in Microwave Ovens",15-Nov-12,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com","IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",B00A7PGI18,4.3,"4,884",15 kg 100 g,39 x 45.2 x 26.2 Centimeters,1 Count,Microwave Oven,IFB,20SC2,20 litres,Countertop,Autocook,Convection,null,Silver,230 Volts,800 Watts,Electric,Left,null,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,No,null
https://www.amazon.in/Panasonic-Convection-Microwave-NN-CT353BFDG-Mirror/dp/B00KPSSPZY/ref=sr_1_15?qid=1686497015&s=kitchen&sr=1-15,"Panasonic 23L Convection Microwave Oven(NN-CT353BFDG,Black Mirror, 360° Heat Wrap, Magic Grill)","10,290.00","14,990",-31,"#15,006 in Home & Kitchen (See Top 100 in Home & Kitchen)  #26 in Microwave Ovens",02-Jun-14,Panasonic,Panasonic,B00KPSSPZY,4.5,"1,428",2 kg 630 g,190 x 115 x 135 Centimeters,1 set,null,Panasonic,NN-CT353BFDG,23 litres,Countertop,Autocook,Convection,null,Black,null,800 Watts,null,Left,null,1,No,No,Thailand
https://www.amazon.in/IFB-Convection-Microwave-30FRC2-Pattern/dp/B016XZP3DY/ref=sr_1_16?qid=1686497015&s=kitchen&sr=1-16,"IFB 30 L Convection Microwave Oven (30FRC2, Floral Pattern & Black, With Starter Kit)","15,490.00","20,990",-26,"#10,952 in Home & Kitchen (See Top 100 in Home & Kitchen)  #22 in Microwave Ovens",21-Oct-15,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com","IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",B016XZP3DY,4.4,"2,822",19 kg 300 g,44 x 53.9 x 30 Centimeters,1 Count,Microwave Oven,IFB,30FRC2,30 litres,Countertop,"101 Auto Cook Menus, Steam Clean, Disinfect, Deodorize, Timer option, Digital Clock, Power Save, Keep Warm, Overheating Protection, Sensor Malfunction Protection",Convection,null,Black,230 Volts,800 Watts,null,Left,Metal,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,No,China
https://www.amazon.in/Morphy-Richards-Convection-Microwave-30MCGR/dp/B008P7J5X8/ref=sr_1_17?qid=1686497015&s=kitchen&sr=1-17,"Morphy Richards 30 MCGR Deluxe 30L Convection Microwave Oven with Motorised Rotisserie, 200 Autocook Menus and Child Lock Feature, Black","10,990.00","19,595",-44,"#15,777 in Home & Kitchen (See Top 100 in Home & Kitchen)  #29 in Microwave Ovens",26-Jul-12,Morphy Richards,Morphy Richards,B008P7J5X8,4.2,239,12 kg 100 g,18.5 x 17.5 x 10.8 Centimeters,1 set,null,Morphy Richards,30MCGR,30 litres,Countertop,Touch Panel,Convection,null,Black,230 Volts,1450 Watts,Electric,Left,null,"Convection microwave, Rotisserie set, Instruction manual, Wire rack, Baking plate, Customer care list and Warranty card",No,No,China
https://www.amazon.in/IFB-Grill-Microwave-20PG4S-Silver/dp/B015AAV3PA/ref=sr_1_18?qid=1686497015&s=kitchen&sr=1-18,"IFB 20 L Grill Microwave Oven (20PG4S, Black & Silver, With Starter Kit)","7,950.00","10,590",-25,"#9,753 in Home & Kitchen (See Top 100 in Home & Kitchen)  #18 in Microwave Ovens",12-Sep-15,"IFB Industries, Verna Industrial Estate, Goa - 403722","IFB Industries, Verna Industrial Estate, Goa - 403722",B015AAV3PA,4.2,499,13 kg 300 g,39.1 x 45.2 x 26.2 Centimeters,1 Count,Microwave Ovens,IFB,20PG4S,20 litres,Countertop,"61 auto-cook menu options, express cooking, auto reheat and deodorize, weight defrost, steam clean and multi stage",Grill,null,Black,null,800 Watts,Electric,Left,Others,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,No,China
https://www.amazon.in/IFB-Litre-Microwave-20PM-MEC2B-Mechanical/dp/B09SF79M6Q/ref=sr_1_19?qid=1686497015&s=kitchen&sr=1-19,"IFB 20 Litre Solo Microwave Oven (20PM-MEC2B, Mechanical Knob,Black)","6,240.00","7,290",-14,"#21,592 in Home & Kitchen (See Top 100 in Home & Kitchen)  #35 in Microwave Ovens",09-Feb-22,"IFB Industries Ltd , 14 Taratola Road, Kolkata, India","IFB Industries, Verna Industrial Estate, Goa - 403722",B09SF79M6Q,4.2,138,8 kg,36.5 x 45.2 x 26.2 Centimeters,1 count,Solo Microwave Oven,IFB,IFB 20PM-MEC2B,20 litres,Countertop,"Anti bacterial cavity, Auto Defrost, Overheating Protection, Timer Option",null,null,Black,230 Volts,1200 Watts,Electric,Left,Stainless Steel,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,No,China
https://www.amazon.in/LG-Convection-Microwave-MC3286BRUM-Black/dp/B01LWE0QJK/ref=sr_1_20?qid=1686497015&s=kitchen&sr=1-20,"LG 32 L Convection Microwave Oven (MC3286BRUM, Black)","16,999.00","23,999",-29,"#9,812 in Home & Kitchen (See Top 100 in Home & Kitchen)  #19 in Microwave Ovens",09-Sep-16,null,null,B01LWE0QJK,4.4,"2,257",22 kg 600 g,53 x 31.5 x 52 Centimeters,null,Microwave Oven,LG,MC3286BRUM,32 litres,Countertop,"Programmable, Autocook, Controlpanellock, Defrost, Interiorlight, Self-cleaning, Timer, Turntable",Convection,null,Black,230 Volts,2500 Watts,null,Left,ABS,"Microwave oven, Owner's manual, Recipe manual, Cook book, Shelf, Milk container, Rotisserie bar and handle, Glass tray and tawa and Rotating ring",No,No,null
https://www.amazon.in/LG-Charcoal-Convection-Microwave-MJEN286UI/dp/B0B4Z2N3V9/ref=sr_1_21?qid=1686497015&s=kitchen&sr=1-21,"LG 28 L Charcoal Convection All In One Microwave Oven (MJEN286UI, Black, Healthy Heart Auto Cook Menu)",,null,,"#11,359 in Home & Kitchen (See Top 100 in Home & Kitchen)  #23 in Microwave Ovens",23-Jun-22,"LG Electronics India Pvt. Ltd., 51, Udyog Vihar, Greater Noida (U.P)-201306 | E-Mail: serviceindia@lge.com | TEL (TOLL FREE) : 1800-315-9999, WhatsApp : 9711709999","A-24/6, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi-110044",B0B4Z2N3V9,4.2,59,19 kg 400 g,48.8 x 51.2 x 31.1 Centimeters,1 Piece,Convection Microwave Oven,LG,MJEN286UI,28 litres,Countertop,"Auto Cook, Defrost, Turntable, Racks, Steam clean",Convection,Quartz,Black,230 Volts,1950 Watts,Electric,Side swing,"Stainless Steel, Glass","Microwave Oven: 1U, Glass Tray: 1U, Rotating Ring 1U, Owner’s Manual: 1U",No,No,null
https://www.amazon.in/LG-Charcoal-Convection-Microwave-MJEN326PK/dp/B0816YMD45/ref=sr_1_22?qid=1686497015&s=kitchen&sr=1-22,"LG 32 L All in One Charcoal Convection Microwave Oven (MJEN326PK, Black)","22,990.00","30,990",-26,"#9,043 in Home & Kitchen (See Top 100 in Home & Kitchen)  #16 in Microwave Ovens",07-Nov-19,LG Electronics India Pvt. Ltd.,LG Electronics India Pvt. Ltd.,B0816YMD45,4.2,652,4 kg 780 g,2.05 x 2.09 x 1.27 Meters,1 set,Microwave Ovens,LG,MJEN326PK,32 litres,Freestanding,"Programmable, Autocook, Controlpanellock, Defrost, Interiorlight, Self-cleaning, Timer, Turntable",Convection,null,Black Floral,230 Volts,2400 Watts,Electric,Left,Stainless Steel,1,No,No,India
https://www.amazon.in/Bajaj-Grill-Microwave-MTBX-2016/dp/B072KZ373J/ref=sr_1_23?qid=1686497015&s=kitchen&sr=1-23,"Bajaj MTBX 2016 20L Grill Microwave Oven, Black",5699,7775,-27,"#15,927 in Home & Kitchen (See Top 100 in Home & Kitchen)  #30 in Microwave Ovens",28-Apr-17,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",Bajaj Electricals Ltd,B072KZ373J,4.3,"2,339",11 kg 300 g,20.9 x 15.7 x 12.9 Centimeters,1 set,null,Bajaj,MTBX 2016,20 litres,Countertop,Autocook,"Grill, Microwave",null,Black,null,800 Watts,null,Left,Powder Coated Iron,Microwave oven,No,null,null
https://www.amazon.in/Samsung-Convection-Microwave-MC32A7035CT-TL/dp/B09RB1DDZ2/ref=sr_1_24?qid=1686497015&s=kitchen&sr=1-24,"Samsung 32 L Convection Microwave Oven (MC32A7035CT/TL, Neo stainless silver, SlimFry)","16,990.00","20,000",-15,"#22,805 in Home & Kitchen (See Top 100 in Home & Kitchen)  #36 in Microwave Ovens",27-Jan-22,"Samsun Electronics (M) SDN BHD LOT 2, North Klang Straits, Area 21, Industrial Park, 42000 Port Klang, Selangor Darul, Ehsan, West Malaysia, Email : support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG","Samsung India Electronics Pvt. Ltd., 6th Floor, DLF Centre, Sansad Marg, New Delhi - 110001 Email : support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG)",B09RB1DDZ2,4.4,"1,614",20 kg,50.6 x 52.3 x 30.9 Centimeters,1 Case,Convection Microwave Oven,Samsung,MC32A7035CT/TL,32 litres,Countertop,Auto Cook,Convection,Ceramic,Silver,230 Volts,900 Watts,Electric,Left,Stainless Steel,"Quick Guide Label, Glass Turntable, Wire Rack, Crusty Plate",null,No,Malaysia
https://www.amazon.in/LG-Grill-Microwave-MH2044DB-Black/dp/B00R5QNW8E/ref=sr_1_25?qid=1686497015&s=kitchen&sr=1-25,"LG 20 L Grill Microwave Oven (MH2044DB, Black)",7790,10199,-24,"#8,622 in Home & Kitchen (See Top 100 in Home & Kitchen)  #14 in Microwave Ovens",18-Dec-14,LG,LG,B00R5QNW8E,4.3,636,3 kg,133.9 x 179.1 x 181.1 Centimeters,1 set,Microwave Oven,LG,MH2044DB.DB1QILN,20 litres,Countertop,"Programmable, Autocook, Turntable , Interiorlight, Racks, Timer, Controlpanellock , Defrost, Self-cleaning, Turntable",Grill,null,Black,null,2000 Watts,null,Left,Metal,1,No,No,null
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mjc2MDc3ODgzNjMxMDk1OjE2ODY0OTcwMTc6c3BfYXRmX2Jyb3dzZToyMDEyMjM1NzkwODA5ODo6MDo6&url=%2FSamsung-Convection-Microwave-CE1041DSB3-TL%2Fdp%2FB09VH1Q7CM%2Fref%3Dsr_1_25_sspa%3Fqid%3D1686497017%26s%3Dkitchen%26sr%3D1-25-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,"Samsung 28 L Convection Microwave Oven (CE1041DSB3/TL, Black, SlimFry)","12,390.00","16,990",-27,"#4,031 in Home & Kitchen (See Top 100 in Home & Kitchen)  #7 in Microwave Ovens",14-Mar-22,Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),B09VH1Q7CM,4.4,"7,758",17 kg 500 g,47.5 x 51.7 x 31 Centimeters,1 Case,Convection Microwave Oven,Samsung,CE1041DSB3/TL,28 litres,Freestanding,Defrost,"Grill, Microwave, Convection",Ceramic,Black,230 Volts,900 Watts,Electric,Left,"Cavity : Ceramic Enamel Cavity, Door : Glass, Body : Stainless Steel","Glass Turntable, Wire Rack, Crusty Plate, Quick Guide Label",No,No,Malaysia
https://www.amazon.in/LG-Convection-Microwave-MC2846SL-Silver/dp/B01JEKO1WY/ref=sr_1_26?qid=1686497017&s=kitchen&sr=1-26,"LG 28 L Convection Microwave Oven (MC2846SL, Silver)","11,990.00","17,699",-32,"#35,212 in Home & Kitchen (See Top 100 in Home & Kitchen)  #41 in Microwave Ovens",30-Jul-16,"LG Electronics, Udyog Vihar, Surajpur Kasna Road 201306| serviceindia@lge.com | TEL (TOLL FREE) : 1800 315 9999 / 1800 180 9999","LG Electronics, Udyog Vihar, Surajpur Kasna Road 201306| serviceindia@lge.com | TEL (TOLL FREE) : 1800 315 9999 / 1800 180 9999",B01JEKO1WY,4.3,"1,671",17 kg 800 g,49.5 x 51 x 30.5 Centimeters,1 count,Microwave Oven,LG,MC2846SL,28 litres,Countertop,"Programmable, Autocook, Controlpanellock, Defrost, Interiorlight, Self-cleaning, Timer, Turntable",Convection,null,Silver,null,1950 Watts,Electric,Left,ABS,"Also included in the box: 1 Microwave Oven, 1 Glass Tray, 1 Rotating Ring, 1 Owner Manual, 1 Recipe Manual, 1 Cook Book",No,No,India
https://www.amazon.in/LG-Convection-Microwave-MC2146BV-Black/dp/B06XK8RY1Q/ref=sr_1_27?qid=1686497017&s=kitchen&sr=1-27,"LG 21 L Convection Microwave Oven (MC2146BV, Black)","10,390.00","14,499",-28,"#12,863 in Home & Kitchen (See Top 100 in Home & Kitchen)  #24 in Microwave Ovens",14-Mar-17,"Packer Name ltd., Street No. 24/4, New Delhi, India - 110011, Contact: +91-221-000-2400, service@packer.com",null,B06XK8RY1Q,4.4,899,18 kg 600 g,46 x 25.5 x 44.5 Centimeters,1 count,Microwave Ovens,LG,MC2146BV.DBKQILN,21 litres,Countertop,"Programmable, Autocook, Defrost, Interiorlight, Timer,Turntable, Controlpanellock, Self-cleaning,",Convection,null,Black,null,1860 Watts,null,Left,null,"21L Capacity: Suitable for bachelors or small families;Convection: Can be used for baking along with grilling, reheating, defrosting and cooking;Warranty: 1 year on product;Brand does NOT provide starter kit with this product;151 auto cook;Qaurtz heater",No,No,India
https://www.amazon.in/LG-Charcoal-Convection-Microwave-MJ2887BFUM/dp/B09M7DH9LJ/ref=sr_1_28?qid=1686497017&s=kitchen&sr=1-28,"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black)","18,590.00","19,807",-6,"#65,760 in Home & Kitchen (See Top 100 in Home & Kitchen)  #52 in Microwave Ovens",18-Nov-21,"LG Electronics India Pvt. Ltd., LG Electronics, Udyog Vihar, Surajpur Kasna Road-201306, LG Electronics India Pvt. Ltd., LG Electronics, Udyog Vihar, Surajpur Kasna Road 201306| serviceindia@lge.com | TEL (TOLL FREE) : 1800 315 9999 / 1800 180 9999","A-24/6, Mohan Cooperative Ind. Estate, Mathura Road, New Delhi-110044",B09M7DH9LJ,4.4,"2,751",18 kg 800 g,51 x 51 x 30.5 Centimeters,1 Piece,Convection Microwave Oven,LG,MJ2887BFUM,28 litres,Countertop,"Auto Cook, Timer, Defrost, Turntable, Steam clean",Convection,Charcoal Heater,Black,230 Volts,900 Watts,Electric,Right,"Stainless Steel, Glass",1U Microwave Oven; 1U Glass Tray; 1U Rotating Ring; 1U Owner’s Manual,No,No,India
