Product URL,Product Title,Product Price,MRP Price,Discount Percentage,Best Sellers Rank,Date First Available,Packer,Importer,ASIN,Customer Reviews,Item Weight,Item Dimensions,Net Quantity,Generic Name,Brand,Model,Capacity,Installation Type,Part Number,Special Features,Oven Cooking Mode,Burner Type,Colour,Voltage,Wattage,Fuel Type,Door Orientation,Material,Included Components,Batteries Included,Batteries Required,Country of Origin,Rating,Rating Count
https://www.amazon.in/Samsung-Convection-Microwave-CE73JD-B1-XTL/dp/B09XBLS8XY/ref=sr_1_13?keywords=microwaves&qid=1687800953&sr=8-13,"Samsung 21 L Convection Microwave Oven (CE73JD-B1/XTL, Black)",9990,12990,23,"#4,520 in Home & Kitchen (See Top 100 in Home & Kitchen)  #8 in Microwave Ovens",06-Apr-22,Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),B09XBLS8XY,"4.3  4.3 out of 5 stars    
    2,567 ratings   


 4.3 out of 5 stars",15 kg,44.4 x 48.9 x 28.2 Centimeters,1 Pack,Convection Microwave Oven,Samsung,CE73JD-B1/XTL,21,Freestanding,GIANT,Auto Cook,"Grill, Microwave, Convection",Ceramic,Black,230 Volts,800 Watts,Electric,Left,"Cavity : Ceramic Enamel Cavity, Door : Glass, Body : Stainless Steel","Glass Turntable, Wire Rack, Quick Guide Label",,No,Malaysia,4.3,2567
https://www.amazon.in/IFB-Convection-Microwave-30BRC2-Black/dp/B016ZLKJSU/ref=sr_1_14?keywords=microwaves&qid=1687800953&sr=8-14,"IFB 30 L Convection Microwave Oven (30BRC2, Black, With Starter Kit)",11190,,,"#6,381 in Home & Kitchen (See Top 100 in Home & Kitchen)  #14 in Microwave Ovens",22-Oct-15,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com","IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",B016ZLKJSU,"4.3  4.3 out of 5 stars    
    5,329 ratings   


 4.3 out of 5 stars",9 kg 100 g,44 x 53.9 x 30 Centimeters,1 Count,Microwave Oven,IFB,30BRC2,30,Countertop,30BRC2,"101 Standard Menus, Various Cooking Mode, Convection Temperature (40~200 ℃), Preheat, Keep Warm, Auto Programs, Auto Cook, Sound on/off, Ceramic",Convection,,Black,,800 Watts,Electric,Left,Polyurethane,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,No,,4.3,5329
https://www.amazon.in/IFB-Microwave-25PM2S-IFBJ0-Silver/dp/B085V1JD27/ref=sr_1_15?keywords=microwaves&qid=1687800953&sr=8-15,"IFB 25 L Solo Microwave Oven (25PM2S, Silver)",7640,8990,15,"#4,988 in Home & Kitchen (See Top 100 in Home & Kitchen)  #10 in Microwave Ovens",12-Mar-20,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com","IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",B085V1JD27,"4.3  4.3 out of 5 stars    
    902 ratings   


 4.3 out of 5 stars",13 kg 400 g,41.5 x 48.3 x 28.1 Centimeters,1 Count,Microwave Ovens,IFB,25PM2S,25,Freestanding,25PM2S,"61 Auto-cook menus, Disinfect, Deodorize, Timer option, Power Save, Overheating Protection, Sensor Malfunction Protection",Solo,,Silver,230 Volts,50,Electric,Left,Stainless Steel,"1 Microwave Oven, Warranty Card and User Manual",,No,China,4.3,902
https://www.amazon.in/Whirlpool-Litres-Convection-Microwave-Magicook/dp/B09SLTRQWF/ref=sr_1_16?keywords=microwaves&qid=1687800953&sr=8-16,"Whirlpool 29 Litres Convection Microwave Oven With 300 Plus Auto Cook Menus (Magicook Pro 31CES-E, Black, Air Fryer)",,,,"#15,757 in Home & Kitchen (See Top 100 in Home & Kitchen)  #32 in Microwave Ovens",16-Feb-22,"Guangdong Galanz Microwave Electrical Appliances Manufacturing Co. Ltd. No.3, XINGPU AVENUE, HUANGPU TOWN, ZHONGSHAN CITY,GUANGDONG ,CHINA","WHIRLPOOL OF INDIA LIMITED PLOT NO. A 4, MIDC, RANJANGAON, TALUKA SHIRUR, DISTT. PUNE, MAHARASHTRA-412220, INDIA",B09SLTRQWF,"4.2  4.2 out of 5 stars    
    317 ratings   


 4.2 out of 5 stars",19 kg,49.7 x 53.9 x 30 Centimeters,1 Piece,Microwave Oven,Whirlpool,50055,29,Freestanding,50055,"Auto Cook, Turntable",Convection,Cast Iron,Black,230 Volts,900 Watts,Electric,Left,Stainless Steel,"User manual with recipe book, Warranty card, Airfryer accessory, High grill rack , Low Convection rack",No,No,,4.2,317
https://www.amazon.in/Haier-Solo-Microwave-HIL2001MWPH-HAL2WBLACK/dp/B084TPPSQS/ref=sr_1_17?keywords=microwaves&qid=1687800953&sr=8-17,"Haier 20 L Solo Microwave Oven (HIL2001MWPH, HAL2WBLACK)",,,,"#14,646 in Home & Kitchen (See Top 100 in Home & Kitchen)  #28 in Microwave Ovens",14-Feb-20,,,B084TPPSQS,"4.2  4.2 out of 5 stars    
    305 ratings   


 4.2 out of 5 stars",10 kg 400 g,34 x 44 x 25.9 Centimeters,,Microwave Ovens,Haier,HIL2001MWPH,20,Countertop,HIL2001MWPH,"Programmable, Timer, Turntable",Solo,,Black,230 Volts,800 Watts,Electric,Left,Iron,"1 Microwave, 1 Glass Tray, 1 Turntable ring assembly, 1 Instruction Manual",No,No,,4.2,305
https://www.amazon.in/Bajaj-Grill-Microwave-MTBX-2016/dp/B072KZ373J/ref=sr_1_19?keywords=microwaves&qid=1687800953&sr=8-19,"Bajaj MTBX 2016 20L Grill Microwave Oven, Black",5799,7775,25,"#9,091 in Home & Kitchen (See Top 100 in Home & Kitchen)  #18 in Microwave Ovens",28-Apr-17,"Imported and Marketed by Bajaj Electricals Ltd 45/47, Veer Nariman Road, Mumbai, 400001",Bajaj Electricals Ltd,B072KZ373J,"4.3  4.3 out of 5 stars    
    2,347 ratings   


 4.3 out of 5 stars",11 kg 300 g,20.9 x 15.7 x 12.9 Centimeters,1 set,,Bajaj,MTBX 2016,20,Countertop,490067,Auto_cook,"Grill, Microwave",,Black,,800 Watts,,Left,Powder Coated Iron,Microwave oven,No,No,China,4.3,2347
https://www.amazon.in/LG-Charcoal-Convection-Microwave-MJEN286UI/dp/B0B4Z2N3V9/ref=sr_1_20?keywords=microwaves&qid=1687800953&sr=8-20,"LG 28 L Charcoal Convection All In One Microwave Oven (MJEN286UI, Black, Healthy Heart Auto Cook Menu)",19290,25499,24,"#15,514 in Home & Kitchen (See Top 100 in Home & Kitchen)  #31 in Microwave Ovens",23-Jun-22,"LG Electronics India Pvt. Ltd., 51, Udyog Vihar, Greater Noida (U.P)-201306 | E-Mail: serviceindia@lge.com | TEL (TOLL FREE) : 1800-315-9999, WhatsApp : 9711709999","A-24/6, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi-110044",B0B4Z2N3V9,"4.2  4.2 out of 5 stars    
    64 ratings   


 4.2 out of 5 stars",19 kg 400 g,48.8 x 51.2 x 31.1 Centimeters,1 Piece,Convection Microwave Oven,LG,MJEN286UI,28,Countertop,2EPM0001,"Auto Cook, Defrost, Turntable, Racks, Steam clean",Convection,Quartz,Black,230 Volts,1950 Watts,Electric,Side swing,"Stainless Steel, Glass","Microwave Oven: 1U, Glass Tray: 1U, Rotating Ring 1U, Owner’s Manual: 1U",No,No,India,4.2,64
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjM1ODc5OTUwMjk2Njc2OjE2ODc4MDA5NTM6c3BfYnRmOjIwMDYwMzI2MjI0NTk4OjowOjo&url=2FSamsung-Convection-Microwave-MC28A5025VP-TL2Fdp2FB09XBPGYV82Fref3Dsr_1_21_sspa3Fkeywords3Dmicrowaves26qid3D168780095326sr3D8-21-spons26sp_csd3Dd2lkZ2V0TmFtZT1zcF9idGY26psc3D1,"Samsung 28 L Convection Microwave Oven (MC28A5025VP/TL, Black with Magnolia Pattern, Slim Fry)",14790,20990,30,"#13,073 in Home & Kitchen (See Top 100 in Home & Kitchen)  #25 in Microwave Ovens",06-Apr-22,Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),B09XBPGYV8,"4.4  4.4 out of 5 stars    
    660 ratings   


 4.4 out of 5 stars",17 kg 500 g,47.5 x 51.7 x 31 Centimeters,1 Pack,Convection Microwave Oven,Samsung,MC28A5025VP/TL,28,Freestanding,MW5000H,Defrost,"Grill, Microwave, Convection",,Black,230 Volts,900 Watts,Electric,Left,"Cavity : Ceramic Enamel Cavity, Door : Glass, Body : Stainless Steel","Glass Turntable, Wire Rack, Crusty Plate, Multi Spit, Quick Guide Label",,No,Malaysia,4.4,660
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MjM1ODc5OTUwMjk2Njc2OjE2ODc4MDA5NTM6c3BfYnRmOjIwMDUzMDk5NjU1MTk4OjowOjo&url=2FPanasonic-Solo-Microwave-NN-SM25JBFDG-Black2Fdp2FB08DYCWC9R2Fref3Dsr_1_22_sspa3Fkeywords3Dmicrowaves26qid3D168780095326sr3D8-22-spons26sp_csd3Dd2lkZ2V0TmFtZT1zcF9idGY26psc3D1,"Panasonic 20L Solo Microwave Oven (NN-SM25JBFDG,Black)",5490,6790,19,"#2,518 in Home & Kitchen (See Top 100 in Home & Kitchen)  #2 in Solo Microwaves",30-Jul-20,"Panasonic India Private Limited,12th Floor, Ambience Tower, Ambience Island, NH-8, Gurgaon -122002, Haryana","Panasonic India Private Limited,12th Floor, Ambience Tower, Ambience Island, NH-8, Gurgaon -122002, Haryana",B08DYCWC9R,"4.4  4.4 out of 5 stars    
    2,586 ratings   


 4.4 out of 5 stars",10 kg 500 g,44 x 34 x 26 Centimeters,1 count,Microwave Ovens,Panasonic,NN-SM25JBFDG,20,Countertop,NN-SM25JBFDG,Auto_cook,Solo,,Black,230 Volts,800 Watts,Electric,Left,Stainless Steel,"User Manual, Warranty Card",,No,Thailand,4.4,2586
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MzE4NDYxMTk0ODIzODc3OjE2ODc4MDA5NTQ6c3BfYXRmX25leHQ6MjAwNjAzMjYyMjQ0OTg6OjA6Og&url=2FSamsung-Convection-Microwave-CE1041DSB3-TL2Fdp2FB09VH1Q7CM2Fref3Dsr_1_17_sspa3Fkeywords3Dmicrowaves26qid3D168780095426sr3D8-17-spons26sp_csd3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA26psc3D1,"Samsung 28 L Convection Microwave Oven (CE1041DSB3/TL, Black, SlimFry)",12390,16990,27,"#4,013 in Home & Kitchen (See Top 100 in Home & Kitchen)  #7 in Microwave Ovens",14-Mar-22,Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),Email: support.india@samsung.com Tel (Toll Free): 1800 40 7267864 (1800 40 SAMSUNG),B09VH1Q7CM,"4.4  4.4 out of 5 stars    
    7,796 ratings   


 4.4 out of 5 stars",17 kg 500 g,47.5 x 51.7 x 31 Centimeters,1 Case,Convection Microwave Oven,Samsung,CE1041DSB3/TL,28,Freestanding,VG-SCLA00G/XL,Defrost,"Grill, Microwave, Convection",Ceramic,Black,230 Volts,900 Watts,Electric,Left,"Cavity : Ceramic Enamel Cavity, Door : Glass, Body : Stainless Steel","Glass Turntable, Wire Rack, Crusty Plate, Quick Guide Label",No,No,Malaysia,4.4,7796
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MzE4NDYxMTk0ODIzODc3OjE2ODc4MDA5NTQ6c3BfYXRmX25leHQ6MjAwNzEwMTczNjc0OTg6OjA6Og&url=2FAmazonBasics-20-Solo-Microwave-Black2Fdp2FB07RR5G1WS2Fref3Dsr_1_18_sspa3Fkeywords3Dmicrowaves26qid3D168780095426sr3D8-18-spons26sp_csd3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA26psc3D1,AmazonBasics 20 L Solo Microwave (Black),4490,8999,50,"#59,873 in Home & Kitchen (See Top 100 in Home & Kitchen)  #49 in Microwave Ovens",12-Sep-19,,"Cloudtail India Private Limited, Ground Floor, Rear Portion, H-9, Block B-1, Mohan Cooperative Industrial Area, Mathura Road, New Delhi-110044",B07RR5G1WS,"4.1  4.1 out of 5 stars    
    863 ratings   


 4.1 out of 5 stars",10 kg 800 g,,,,Amazon Basics,AB2019001,20,Countertop,AB2019001,Defrost,Solo,,Black,,800 Watts,,Left,,,,No,China,4.1,863
https://www.amazon.in/Whirlpool-MAGICOOK-PRO-26CE-BLACK/dp/B08GQ8G5D4/ref=sr_1_19?keywords=microwaves&qid=1687800954&sr=8-19,"Whirlpool 24 L Convection Microwave Oven (MAGICOOK PRO 26CE BLACK, WHL7JBlack)",11302,15600,28,"#5,349 in Home & Kitchen (See Top 100 in Home & Kitchen)  #11 in Microwave Ovens",26-Aug-20,Whirlpool of India Limited,"Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",B08GQ8G5D4,"4.3  4.3 out of 5 stars    
    384 ratings   


 4.3 out of 5 stars",3 kg 110 g,189.8 x 187 x 110.2 Centimeters,1 set,Microwave Ovens,Whirlpool,MAGICOOK PRO 26CE BLACK,24,Countertop,MAGICOOK PRO 26CE BLACK,Auto_cook,Convection,,Black,230 Volts,800 Watts,Electric,Left,Stainless Steel,1,,No,China,4.3,384
https://www.amazon.in/LG-Grill-Microwave-MH2044DB-Black/dp/B00R5QNW8E/ref=sr_1_20?keywords=microwaves&qid=1687800954&sr=8-20,"LG 20 L Grill Microwave Oven (MH2044DB, Black)",7790,10199,24,"#13,582 in Home & Kitchen (See Top 100 in Home & Kitchen)  #26 in Microwave Ovens",18-Dec-14,LG,LG,B00R5QNW8E,"4.3  4.3 out of 5 stars    
    644 ratings   


 4.3 out of 5 stars",3 kg,133.9 x 179.1 x 181.1 Centimeters,1 set,Microwave Oven,LG,MH2044DB.DB1QILN,20,Countertop,MH2044DB,"Programmable, Auto_cook, Turntable , Interior_light, Racks, Timer, Control_panel_lock , Defrost, Self-cleaning, Turntable",Grill,,Black,,2000 Watts,,Left,Metal,1,No,No,India,4.3,644
https://www.amazon.in/LG-Convection-Microwave-MC2846BG-Starter/dp/B07MC84GZH/ref=sr_1_21?keywords=microwaves&qid=1687800954&sr=8-21,"LG 28 L Convection Microwave Oven (MC2846BG, Black)",12690,16499,23,"#5,603 in Home & Kitchen (See Top 100 in Home & Kitchen)  #12 in Microwave Ovens",09-Jan-19,"LG Electronics India Pvt.Ltd. Regd.Office : A-24/6, MOHAN COOPERATIVE IND ESTATE, MATHURA ROAD, NEW DELHI - 110044 | Contact Details: 1800 315 9999 / 1800 180 9999 ,Email ID: serviceindia@lge.com","LG Electronics India Pvt.Ltd. Regd.Office : A-24/6, MOHAN COOPERATIVE IND ESTATE, MATHURA ROAD, NEW DELHI - 110044 | Contact Details: 1800 315 9999 / 1800 180 9999 ,Email ID: serviceindia@lge.com",B07MC84GZH,"4.4  4.4 out of 5 stars    
    2,591 ratings   


 4.4 out of 5 stars",66 kg,68.5 x 60 x 178 Centimeters,1 count,Microwave Oven,LG,MC2846BG,28,Freestanding,MC2846BG,"Programmable,Auto_cook, Defrost, Control_panel_lock, Interior_light, Self-cleaning, Timer, Turntable",Convection,,Black,220 Volts,1950 Watts,Electric,Left,Stainless Steel,"1 Microwave Oven, 1 Glass Tray, 1 Rotating Ring, 1 Owner Manual, 1 Recipe Manual, 1 Cook Book, 1 Warranty Card",Yes,No,India,4.4,2591
https://www.amazon.in/IFB-Litre-Microwave-20PM-MEC2-White/dp/B09HMGHFB6/ref=sr_1_22?keywords=microwaves&qid=1687800954&sr=8-22,IFB 20 Litre Solo Microwave Oven (20PM-MEC2) White,6090,7190,15,"#12,970 in Home & Kitchen (See Top 100 in Home & Kitchen)  #24 in Microwave Ovens",01-Oct-21,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com","IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",B09HMGHFB6,"4.3  4.3 out of 5 stars    
    3,721 ratings   


 4.3 out of 5 stars",10 kg 800 g,35.5 x 25.9 x 44 Centimeters,1 Count,Microwave Ovens,IFB,20PM-MEC2,20,Countertop,20PM-MEC2-WH,"Auto Cook, Anti Bacterial Cavity, Timer, Overheating Protection, Chilf Lock, Racks, Auto Defrost",Convection,Ceramic,Black,230 Volts,1200 Watts,Electric,Left,Stainless Steel,"Warranty Card, User Manual, Starter Kit",,No,China,4.3,3721
